SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP22,G1,P18,17-02-2021 00:00,3591,226,449
SP23,G1,P06,03-11-2021 00:00,1379,191,99
SP14,G1,P18,01-03-2022 00:00,301,348,38
SP18,G1,P21,19-10-2021 00:00,4921,271,308
SP16,G1,P03,03-09-2021 00:00,11326,153,1030
SP03,G1,P16,16-03-2021 00:00,3983,301,498
SP18,G1,P13,18-03-2021 00:00,1148,8,53
SP02,G1,P06,19-05-2021 00:00,10262,150,642
SP16,G1,P11,26-02-2021 00:00,4879,409,222
SP09,G1,P03,19-05-2021 00:00,3997,77,364
SP14,G1,P06,13-07-2021 00:00,11466,7,765
SP18,G1,P19,11-02-2022 00:00,6622,52,276
SP10,G1,P21,10-02-2021 00:00,868,325,62
SP18,G1,P16,15-10-2021 00:00,8652,9,1442
SP08,G1,P13,02-06-2021 00:00,2254,68,108
SP10,G1,P11,31-05-2021 00:00,371,60,20
SP17,G1,P13,13-09-2021 00:00,938,52,50
SP17,G1,P05,11-03-2022 00:00,16576,20,1036
SP22,G1,P11,30-08-2021 00:00,19376,388,923
SP06,G1,P18,05-10-2021 00:00,9142,215,1143
SP13,G1,P20,29-07-2021 00:00,1932,76,108
SP12,G1,P21,01-03-2022 00:00,672,116,42
SP13,G1,P19,24-01-2022 00:00,7497,61,326
SP12,G1,P05,27-04-2021 00:00,9772,4,611
SP16,G1,P04,19-10-2021 00:00,4200,32,248
SP24,G1,P04,03-02-2021 00:00,945,539,60
SP01,G1,P14,20-04-2021 00:00,203,270,29
SP04,G1,P21,27-09-2021 00:00,10920,141,780
SP08,G1,P09,10-03-2022 00:00,3143,149,393
SP11,G1,P14,01-02-2022 00:00,210,170,27
SP16,G1,P12,11-03-2022 00:00,10640,83,507
SP11,G1,P08,10-02-2022 00:00,12509,119,1043
SP24,G1,P05,03-03-2022 00:00,3668,289,334
SP13,G1,P06,10-03-2022 00:00,10850,17,1809
SP25,G1,P05,18-01-2022 00:00,1519,149,139
SP15,G1,P18,28-01-2022 00:00,4319,38,333
SP18,G1,P14,10-01-2022 00:00,5040,212,210
SP12,G1,P08,19-01-2022 00:00,3871,25,277
SP04,G1,P03,25-01-2022 00:00,105,156,5
SP03,G1,P09,11-03-2022 00:00,2835,312,129
SP01,G1,P10,21-02-2022 00:00,3493,150,175
SP04,G1,P04,02-02-2022 00:00,5362,44,316
SP25,G1,P06,26-01-2022 00:00,5663,226,809
SP23,G1,P12,10-03-2022 00:00,8260,100,394
SP25,G1,P03,16-02-2022 00:00,9968,69,454
SP03,G1,P08,28-02-2022 00:00,7378,93,568
SP13,G1,P02,02-03-2022 00:00,7371,96,671
SP24,G1,P10,13-01-2022 00:00,1533,343,70
SP04,G1,P19,28-01-2022 00:00,12831,167,987
SP04,G1,P10,01-02-2022 00:00,6965,55,332
SP09,G1,P07,04-02-2022 00:00,11627,353,831
SP05,G1,P05,18-03-2022 00:00,2786,53,254
SP13,G1,P22,30-03-2022 00:00,8596,167,1075
SP14,G1,P01,25-02-2022 00:00,22897,43,1347
SP22,G1,P01,14-02-2022 00:00,8820,251,519
SP02,G1,P01,03-01-2022 00:00,756,144,48
SP01,G1,P17,22-02-2022 00:00,6048,105,504
SP17,G1,P01,17-01-2022 00:00,13923,478,871
SP07,G1,P06,03-03-2022 00:00,15295,145,2185
SP23,G1,P03,07-03-2022 00:00,9415,262,410
SP19,G1,P07,01-03-2022 00:00,5313,44,409
SP17,G1,P22,01-02-2022 00:00,1029,61,147
SP21,G1,P11,16-03-2022 00:00,4998,75,238
SP02,G1,P11,17-01-2022 00:00,9373,40,494
SP13,G1,P07,01-03-2022 00:00,7826,166,653
SP23,G1,P20,17-03-2022 00:00,10409,189,548
SP13,G1,P12,11-03-2022 00:00,469,114,23
SP09,G1,P08,09-03-2022 00:00,12873,25,920
SP14,G1,P15,06-01-2022 00:00,812,171,37
SP01,G1,P20,09-03-2022 00:00,308,280,17
SP15,G1,P16,09-03-2022 00:00,9401,177,1176
SP22,G1,P17,07-01-2022 00:00,21,146,2
SP05,G1,P16,22-03-2022 00:00,5383,366,898
SP02,G1,P12,28-03-2022 00:00,2359,202,108
SP13,G1,P16,03-01-2022 00:00,4186,93,698
SP25,G1,P22,24-01-2022 00:00,3703,186,618
SP12,G1,P13,02-03-2022 00:00,3381,196,423
SP09,G1,P06,07-02-2022 00:00,6734,112,962
SP22,G1,P14,22-03-2022 00:00,20041,119,872
SP01,G1,P08,11-03-2022 00:00,5684,8,438
SP05,G1,P14,07-01-2022 00:00,4417,198,185
SP08,G1,P06,13-01-2022 00:00,2982,85,497
SP18,G1,P05,16-02-2022 00:00,350,317,32
SP05,G1,P12,25-02-2022 00:00,4739,200,207
SP19,G1,P12,07-03-2022 00:00,5411,223,236
SP11,G1,P12,12-01-2022 00:00,3094,129,148
SP08,G1,P08,21-01-2022 00:00,3017,207,252
SP15,G1,P21,18-01-2022 00:00,1064,78,213
SP21,G1,P21,24-02-2022 00:00,6265,132,1045
SP07,G1,P04,14-02-2022 00:00,4459,86,248
SP18,G1,P06,15-02-2022 00:00,7518,185,1253
SP06,G1,P09,16-03-2022 00:00,4753,78,207
SP01,G1,P03,09-02-2022 00:00,5159,134,246
SP14,G1,P03,13-01-2022 00:00,3871,115,185
SP15,G1,P22,29-03-2022 00:00,6209,355,1035
SP12,G1,P16,15-02-2022 00:00,10136,36,1267
SP03,G1,P17,01-03-2022 00:00,2324,123,179
SP20,G1,P18,04-03-2022 00:00,4207,162,301
SP01,G1,P09,28-02-2022 00:00,280,193,13
SP24,G1,P18,17-02-2022 00:00,1106,20,86
SP09,G1,P13,28-03-2022 00:00,1659,16,237
SP20,G1,P22,14-03-2022 00:00,14063,207,2344
SP05,G1,P19,28-02-2022 00:00,1547,65,141
SP03,G1,P03,26-01-2022 00:00,3570,125,170
SP15,G1,P15,01-02-2022 00:00,2478,36,104
SP01,G1,P06,09-02-2022 00:00,6636,24,1106
SP14,G1,P19,03-02-2022 00:00,4627,92,386
SP23,G1,P11,04-03-2022 00:00,13650,153,650
SP03,G1,P19,03-01-2022 00:00,6748,325,563
SP04,G1,P17,12-01-2022 00:00,11473,75,820
SP15,G1,P08,11-02-2022 00:00,154,266,11
SP19,G1,P17,23-03-2022 00:00,10668,44,821
SP12,G2,P08,01-01-2021 00:00,5376,178,269
SP19,G2,P18,01-01-2021 00:00,5530,4,179
SP18,G2,P01,01-01-2021 00:00,4669,121,180
SP22,G2,P09,01-01-2021 00:00,2751,228,251
SP09,G2,P07,01-01-2021 00:00,7553,67,280
SP15,G2,P22,01-01-2021 00:00,3878,24,216
SP12,G2,P04,01-01-2021 00:00,3052,76,204
SP18,G2,P21,04-01-2021 00:00,19229,64,1013
SP11,G2,P17,04-01-2021 00:00,2814,296,94
SP04,G2,P09,05-01-2021 00:00,4284,230,306
SP07,G2,P15,06-01-2021 00:00,1470,57,184
SP10,G2,P13,06-01-2021 00:00,1442,108,61
SP11,G2,P20,06-01-2021 00:00,9023,224,564
SP08,G2,P20,07-01-2021 00:00,4067,272,226
SP10,G2,P01,08-01-2021 00:00,420,196,14
SP06,G2,P04,08-01-2021 00:00,8239,157,515
SP24,G2,P09,08-01-2021 00:00,1057,45,106
SP16,G2,P13,11-01-2021 00:00,6006,109,376
SP08,G2,P12,12-01-2021 00:00,4669,217,390
SP13,G2,P07,12-01-2021 00:00,4487,161,187
SP16,G2,P02,12-01-2021 00:00,6888,112,689
SP10,G2,P12,12-01-2021 00:00,11739,22,903
SP03,G2,P21,13-01-2021 00:00,6069,268,434
SP15,G2,P21,13-01-2021 00:00,12334,119,686
SP25,G2,P08,14-01-2021 00:00,2135,183,98
SP13,G2,P04,14-01-2021 00:00,35,142,3
SP02,G2,P12,14-01-2021 00:00,14532,142,969
SP17,G2,P01,14-01-2021 00:00,10339,207,357
SP24,G2,P11,14-01-2021 00:00,18704,78,585
SP12,G2,P13,15-01-2021 00:00,6713,422,373
SP17,G2,P10,18-01-2021 00:00,4081,116,152
SP04,G2,P08,18-01-2021 00:00,10556,25,587
SP01,G2,P14,18-01-2021 00:00,2331,38,167
SP13,G2,P20,19-01-2021 00:00,16380,203,1092
SP11,G2,P18,19-01-2021 00:00,10696,115,428
SP19,G2,P03,19-01-2021 00:00,4039,436,238
SP03,G2,P11,19-01-2021 00:00,3087,193,111
SP04,G2,P20,21-01-2021 00:00,7805,6,411
SP08,G2,P17,21-01-2021 00:00,3829,286,160
SP01,G2,P09,22-01-2021 00:00,13146,85,1644
SP20,G2,P03,22-01-2021 00:00,168,94,10
SP09,G2,P02,25-01-2021 00:00,3598,101,300
SP19,G2,P10,25-01-2021 00:00,8911,302,319
SP03,G2,P04,25-01-2021 00:00,2793,37,156
SP02,G2,P21,25-01-2021 00:00,12782,212,609
SP16,G2,P16,26-01-2021 00:00,3549,78,132
SP01,G2,P01,27-01-2021 00:00,5558,263,192
SP09,G2,P16,27-01-2021 00:00,5131,171,166
SP16,G2,P08,27-01-2021 00:00,1477,352,87
SP04,G2,P11,27-01-2021 00:00,5950,25,238
SP14,G2,P16,27-01-2021 00:00,10395,57,336
SP14,G2,P06,28-01-2021 00:00,12565,4,898
SP16,G2,P14,28-01-2021 00:00,4228,55,249
SP24,G2,P17,28-01-2021 00:00,10094,118,389
SP24,G2,P20,29-01-2021 00:00,12131,121,809
SP07,G2,P07,29-01-2021 00:00,2394,323,93
SP07,G2,P11,29-01-2021 00:00,8806,32,327
SP01,G2,P16,01-02-2021 00:00,10983,185,379
SP17,G2,P16,01-02-2021 00:00,4452,75,149
SP07,G2,P20,01-02-2021 00:00,6083,43,381
SP15,G2,P18,02-02-2021 00:00,6650,166,256
SP12,G2,P11,02-02-2021 00:00,10458,546,327
SP11,G2,P22,02-02-2021 00:00,462,223,22
SP19,G2,P05,03-02-2021 00:00,1379,246,99
SP22,G2,P16,03-02-2021 00:00,9534,229,382
SP17,G2,P22,03-02-2021 00:00,14448,28,657
SP24,G2,P15,03-02-2021 00:00,3829,432,240
SP20,G2,P10,04-02-2021 00:00,11935,189,460
SP01,G2,P20,04-02-2021 00:00,3724,322,266
SP03,G2,P06,05-02-2021 00:00,4137,10,276
SP24,G2,P07,05-02-2021 00:00,9625,149,332
SP19,G2,P06,05-02-2021 00:00,4123,104,275
SP17,G2,P02,05-02-2021 00:00,7637,161,546
SP18,G2,P15,05-02-2021 00:00,3311,128,332
SP08,G2,P08,08-02-2021 00:00,10598,226,461
SP09,G2,P20,08-02-2021 00:00,5628,11,433
SP22,G2,P17,08-02-2021 00:00,2660,113,89
SP09,G2,P10,09-02-2021 00:00,1484,362,71
SP13,G2,P03,10-02-2021 00:00,7343,116,350
SP09,G2,P01,10-02-2021 00:00,1974,47,86
SP05,G2,P18,11-02-2021 00:00,819,196,27
SP06,G2,P10,11-02-2021 00:00,10976,132,440
SP09,G2,P19,12-02-2021 00:00,6461,288,718
SP05,G2,P02,12-02-2021 00:00,6202,44,414
SP16,G2,P18,15-02-2021 00:00,4473,39,150
SP23,G2,P16,15-02-2021 00:00,15386,59,642
SP24,G2,P14,15-02-2021 00:00,343,158,39
SP03,G2,P05,16-02-2021 00:00,6258,334,330
SP04,G2,P19,16-02-2021 00:00,3234,90,294
SP11,G2,P06,16-02-2021 00:00,12684,217,668
SP25,G2,P11,17-02-2021 00:00,8211,601,257
SP01,G2,P10,19-02-2021 00:00,4249,19,164
SP12,G2,P05,19-02-2021 00:00,3976,9,210
SP20,G2,P11,19-02-2021 00:00,6951,183,218
SP20,G2,P19,19-02-2021 00:00,3535,337,322
SP08,G2,P11,19-02-2021 00:00,3745,177,118
SP06,G2,P13,22-02-2021 00:00,14112,158,784
SP06,G2,P07,22-02-2021 00:00,6034,169,275
SP24,G2,P03,23-02-2021 00:00,7182,125,479
SP23,G2,P12,23-02-2021 00:00,2681,206,207
SP04,G2,P17,25-02-2021 00:00,3808,17,174
SP03,G2,P18,25-02-2021 00:00,1169,265,47
SP09,G2,P12,26-02-2021 00:00,280,220,18
SP20,G2,P16,26-02-2021 00:00,5313,70,190
SP03,G2,P12,26-02-2021 00:00,1036,240,58
SP21,G2,P09,26-02-2021 00:00,217,147,25
SP08,G2,P16,01-03-2021 00:00,3276,61,143
SP01,G2,P03,02-03-2021 00:00,18900,13,945
SP18,G2,P11,02-03-2021 00:00,5082,95,182
SP10,G2,P20,02-03-2021 00:00,847,145,50
SP05,G2,P07,03-03-2021 00:00,4130,152,138
SP16,G2,P06,03-03-2021 00:00,13195,124,880
SP04,G2,P07,04-03-2021 00:00,9982,399,357
SP05,G2,P09,04-03-2021 00:00,448,319,38
SP25,G2,P12,05-03-2021 00:00,10689,296,764
SP11,G2,P05,05-03-2021 00:00,4410,271,260
SP21,G2,P02,08-03-2021 00:00,1610,284,147
SP09,G2,P03,08-03-2021 00:00,4032,150,202
SP10,G2,P10,08-03-2021 00:00,4347,135,174
SP22,G2,P07,08-03-2021 00:00,9884,113,341
SP24,G2,P10,09-03-2021 00:00,154,101,6
SP12,G2,P09,09-03-2021 00:00,343,103,29
SP01,G2,P17,10-03-2021 00:00,19054,178,658
SP14,G2,P22,11-03-2021 00:00,8764,50,439
SP18,G2,P22,12-03-2021 00:00,315,232,15
SP08,G2,P09,12-03-2021 00:00,1393,153,127
SP18,G2,P03,12-03-2021 00:00,3346,122,168
SP04,G2,P13,15-03-2021 00:00,7175,47,359
SP08,G2,P19,16-03-2021 00:00,3304,306,255
SP02,G2,P20,16-03-2021 00:00,3675,273,283
SP24,G2,P19,17-03-2021 00:00,5397,8,416
SP23,G2,P08,17-03-2021 00:00,7840,81,392
SP16,G2,P17,17-03-2021 00:00,3192,459,128
SP18,G2,P16,17-03-2021 00:00,6258,49,224
SP05,G2,P22,17-03-2021 00:00,7931,257,418
SP19,G2,P16,22-03-2021 00:00,2954,143,96
SP05,G2,P10,22-03-2021 00:00,14385,230,600
SP02,G2,P11,22-03-2021 00:00,252,48,10
SP20,G2,P05,23-03-2021 00:00,7847,353,462
SP05,G2,P15,24-03-2021 00:00,9548,173,796
SP04,G2,P01,25-03-2021 00:00,1274,197,42
SP01,G2,P12,25-03-2021 00:00,112,252,11
SP25,G2,P19,26-03-2021 00:00,8946,163,895
SP03,G2,P15,26-03-2021 00:00,4018,10,447
SP06,G2,P12,26-03-2021 00:00,2212,24,202
SP14,G2,P14,29-03-2021 00:00,4788,217,342
SP13,G2,P14,29-03-2021 00:00,9604,201,565
SP20,G2,P02,29-03-2021 00:00,7644,4,695
SP12,G2,P15,29-03-2021 00:00,5117,66,512
SP21,G2,P06,31-03-2021 00:00,5369,251,384
SP10,G2,P16,01-04-2021 00:00,3115,22,112
SP03,G2,P08,01-04-2021 00:00,5138,51,303
SP14,G2,P17,02-04-2021 00:00,6202,52,249
SP08,G2,P05,02-04-2021 00:00,13832,294,814
SP13,G2,P19,02-04-2021 00:00,1568,181,121
SP14,G2,P03,02-04-2021 00:00,1365,155,72
SP18,G2,P20,02-04-2021 00:00,6790,129,453
SP02,G2,P14,05-04-2021 00:00,8351,1,696
SP05,G2,P01,07-04-2021 00:00,16359,14,712
SP24,G2,P13,09-04-2021 00:00,4571,17,241
SP18,G2,P09,09-04-2021 00:00,392,175,28
SP22,G2,P22,12-04-2021 00:00,11851,45,456
SP12,G2,P10,12-04-2021 00:00,1281,349,61
SP23,G2,P14,12-04-2021 00:00,3808,74,224
SP09,G2,P09,13-04-2021 00:00,1092,136,84
SP07,G2,P01,13-04-2021 00:00,8729,35,364
SP13,G2,P08,13-04-2021 00:00,2065,17,130
SP14,G2,P04,13-04-2021 00:00,588,41,27
SP04,G2,P16,14-04-2021 00:00,1680,26,58
SP17,G2,P13,14-04-2021 00:00,4508,16,215
SP04,G2,P04,16-04-2021 00:00,8918,31,446
SP17,G2,P04,16-04-2021 00:00,5054,154,266
SP10,G2,P11,16-04-2021 00:00,7581,239,237
SP13,G2,P10,16-04-2021 00:00,7763,125,353
SP17,G2,P09,16-04-2021 00:00,4669,101,667
SP11,G2,P11,16-04-2021 00:00,602,19,21
SP20,G2,P21,19-04-2021 00:00,5621,7,256
SP13,G2,P13,20-04-2021 00:00,2471,64,155
SP05,G2,P14,20-04-2021 00:00,6139,9,410
SP12,G2,P07,20-04-2021 00:00,2807,151,128
SP11,G2,P14,20-04-2021 00:00,1302,7,77
SP04,G2,P18,20-04-2021 00:00,4046,96,162
SP07,G2,P14,20-04-2021 00:00,2786,98,164
SP14,G2,P11,21-04-2021 00:00,12075,258,465
SP23,G2,P19,21-04-2021 00:00,3255,119,296
SP05,G2,P04,21-04-2021 00:00,6552,112,410
SP08,G2,P04,21-04-2021 00:00,10682,213,629
SP22,G2,P05,21-04-2021 00:00,4263,140,225
SP16,G2,P04,22-04-2021 00:00,7707,173,482
SP02,G2,P18,22-04-2021 00:00,1351,150,55
SP18,G2,P18,22-04-2021 00:00,9667,227,323
SP07,G2,P04,22-04-2021 00:00,6888,18,328
SP02,G2,P08,23-04-2021 00:00,3822,155,225
SP17,G2,P05,26-04-2021 00:00,1204,199,67
SP16,G2,P05,26-04-2021 00:00,4676,96,234
SP19,G2,P21,26-04-2021 00:00,4893,229,233
SP11,G2,P19,27-04-2021 00:00,2716,267,194
SP02,G2,P13,27-04-2021 00:00,10794,118,450
SP18,G2,P05,28-04-2021 00:00,6237,73,347
SP13,G2,P21,29-04-2021 00:00,5432,107,388
SP15,G2,P08,30-04-2021 00:00,7189,117,400
SP06,G2,P17,30-04-2021 00:00,3283,260,150
SP22,G2,P15,30-04-2021 00:00,10381,16,944
SP18,G2,P17,03-05-2021 00:00,7882,197,359
SP15,G2,P14,03-05-2021 00:00,315,335,19
SP15,G2,P11,03-05-2021 00:00,10213,217,365
SP19,G2,P13,03-05-2021 00:00,8484,398,386
SP19,G2,P02,03-05-2021 00:00,7665,93,480
SP18,G2,P10,04-05-2021 00:00,2695,49,104
SP02,G2,P15,05-05-2021 00:00,2765,147,231
SP11,G2,P13,05-05-2021 00:00,1554,167,74
SP23,G2,P03,05-05-2021 00:00,2884,2,145
SP04,G2,P12,05-05-2021 00:00,917,32,51
SP01,G2,P18,06-05-2021 00:00,13608,39,504
SP06,G2,P06,06-05-2021 00:00,2933,273,140
SP15,G2,P03,06-05-2021 00:00,7056,146,471
SP21,G2,P14,07-05-2021 00:00,10178,205,727
SP25,G2,P01,07-05-2021 00:00,4788,62,178
SP25,G2,P09,10-05-2021 00:00,9044,64,754
SP11,G2,P01,12-05-2021 00:00,4186,143,140
SP19,G2,P09,14-05-2021 00:00,4452,42,636
SP19,G2,P14,14-05-2021 00:00,3934,114,303
SP06,G2,P05,14-05-2021 00:00,5782,231,413
SP01,G2,P04,17-05-2021 00:00,9170,64,437
SP03,G2,P13,17-05-2021 00:00,11109,133,505
SP22,G2,P20,17-05-2021 00:00,3864,36,298
SP06,G2,P15,18-05-2021 00:00,1925,92,129
SP24,G2,P21,18-05-2021 00:00,168,166,11
SP21,G2,P01,18-05-2021 00:00,12740,68,411
SP05,G2,P11,19-05-2021 00:00,15148,5,489
SP01,G2,P07,21-05-2021 00:00,1414,122,49
SP05,G2,P12,21-05-2021 00:00,6181,334,619
SP08,G2,P02,21-05-2021 00:00,2695,232,193
SP20,G2,P14,24-05-2021 00:00,9884,104,899
SP12,G2,P19,24-05-2021 00:00,8526,209,609
SP21,G2,P10,24-05-2021 00:00,217,81,11
SP02,G2,P05,24-05-2021 00:00,1036,59,55
SP04,G2,P02,24-05-2021 00:00,2667,428,267
SP24,G2,P22,24-05-2021 00:00,6097,84,244
SP03,G2,P02,24-05-2021 00:00,11550,93,770
SP15,G2,P09,24-05-2021 00:00,1589,62,159
SP06,G2,P14,25-05-2021 00:00,4375,11,274
SP25,G2,P02,25-05-2021 00:00,22652,46,2060
SP12,G2,P20,25-05-2021 00:00,987,427,52
SP19,G2,P17,25-05-2021 00:00,7896,435,329
SP16,G2,P11,25-05-2021 00:00,9856,12,329
SP07,G2,P16,26-05-2021 00:00,9163,151,340
SP20,G2,P18,27-05-2021 00:00,2590,202,84
SP25,G2,P13,27-05-2021 00:00,3745,127,198
SP17,G2,P15,28-05-2021 00:00,637,61,49
SP05,G2,P16,31-05-2021 00:00,3290,16,118
SP13,G2,P05,31-05-2021 00:00,1463,51,77
SP10,G2,P04,31-05-2021 00:00,8155,17,389
SP22,G2,P02,31-05-2021 00:00,2037,61,136
SP17,G2,P17,01-06-2021 00:00,9996,441,385
SP03,G2,P22,02-06-2021 00:00,6909,382,315
SP25,G2,P20,02-06-2021 00:00,6454,47,497
SP24,G2,P12,02-06-2021 00:00,10668,49,889
SP04,G2,P15,03-06-2021 00:00,441,9,37
SP02,G2,P16,04-06-2021 00:00,1092,394,36
SP03,G2,P19,04-06-2021 00:00,4011,351,287
SP25,G2,P15,07-06-2021 00:00,5705,58,519
SP07,G2,P03,07-06-2021 00:00,4221,2,184
SP07,G2,P17,08-06-2021 00:00,5355,114,185
SP04,G2,P05,08-06-2021 00:00,14798,260,740
SP17,G2,P07,09-06-2021 00:00,4893,218,164
SP12,G2,P22,09-06-2021 00:00,3444,116,133
SP10,G2,P06,14-06-2021 00:00,1771,255,111
SP15,G2,P01,14-06-2021 00:00,7448,183,266
SP08,G2,P18,14-06-2021 00:00,1617,57,49
SP08,G2,P03,14-06-2021 00:00,7042,294,441
SP18,G2,P07,16-06-2021 00:00,8414,257,312
SP09,G2,P14,16-06-2021 00:00,9135,35,762
SP14,G2,P08,17-06-2021 00:00,3493,7,146
SP25,G2,P18,17-06-2021 00:00,9884,163,300
SP23,G2,P11,17-06-2021 00:00,3857,89,155
SP02,G2,P09,18-06-2021 00:00,3598,34,450
SP21,G2,P11,18-06-2021 00:00,6657,296,222
SP23,G2,P04,18-06-2021 00:00,3367,164,154
SP22,G2,P11,18-06-2021 00:00,9534,103,318
SP25,G2,P22,22-06-2021 00:00,5327,168,214
SP25,G2,P05,22-06-2021 00:00,7301,288,457
SP20,G2,P17,23-06-2021 00:00,1981,208,77
SP23,G2,P22,23-06-2021 00:00,784,510,33
SP24,G2,P18,24-06-2021 00:00,9296,341,345
SP05,G2,P08,24-06-2021 00:00,11270,179,537
SP23,G2,P10,25-06-2021 00:00,6741,87,281
SP15,G2,P13,25-06-2021 00:00,2758,5,163
SP20,G2,P01,25-06-2021 00:00,6258,338,202
SP10,G2,P03,25-06-2021 00:00,9716,33,608
SP08,G2,P13,28-06-2021 00:00,2604,368,114
SP10,G2,P17,28-06-2021 00:00,3339,92,129
SP10,G2,P22,28-06-2021 00:00,4529,109,227
SP06,G2,P03,28-06-2021 00:00,7476,232,440
SP10,G2,P07,28-06-2021 00:00,4760,157,207
SP04,G2,P22,29-06-2021 00:00,2016,26,96
SP17,G2,P19,29-06-2021 00:00,1799,262,129
SP20,G2,P12,29-06-2021 00:00,6685,277,372
SP10,G2,P15,29-06-2021 00:00,9772,116,815
SP24,G2,P02,29-06-2021 00:00,8071,78,539
SP24,G2,P01,30-06-2021 00:00,861,57,30
SP12,G2,P18,01-07-2021 00:00,8155,84,272
SP15,G2,P20,01-07-2021 00:00,3535,22,169
SP18,G2,P19,01-07-2021 00:00,5068,35,461
SP03,G2,P09,02-07-2021 00:00,2632,150,329
SP17,G2,P18,02-07-2021 00:00,4228,26,157
SP20,G2,P07,06-07-2021 00:00,4802,41,161
SP10,G2,P21,07-07-2021 00:00,1085,110,58
SP07,G2,P06,07-07-2021 00:00,7798,9,557
SP22,G2,P21,08-07-2021 00:00,7301,287,522
SP15,G2,P04,08-07-2021 00:00,4760,53,340
SP15,G2,P16,12-07-2021 00:00,91,26,4
SP09,G2,P04,12-07-2021 00:00,3430,263,215
SP16,G2,P09,13-07-2021 00:00,9548,32,735
SP14,G2,P18,14-07-2021 00:00,1232,7,38
SP13,G2,P18,15-07-2021 00:00,1981,260,67
SP16,G2,P07,15-07-2021 00:00,2940,405,109
SP14,G2,P05,15-07-2021 00:00,1225,62,82
SP13,G2,P09,15-07-2021 00:00,11473,80,1913
SP12,G2,P03,16-07-2021 00:00,7903,14,416
SP05,G2,P13,16-07-2021 00:00,8540,154,389
SP02,G2,P06,16-07-2021 00:00,2653,161,166
SP09,G2,P17,16-07-2021 00:00,6678,32,268
SP14,G2,P20,20-07-2021 00:00,2387,160,171
SP22,G2,P18,20-07-2021 00:00,6769,60,219
SP20,G2,P22,20-07-2021 00:00,6195,66,239
SP06,G2,P22,20-07-2021 00:00,2961,24,119
SP11,G2,P03,20-07-2021 00:00,10059,284,592
SP23,G2,P20,21-07-2021 00:00,1596,244,84
SP12,G2,P01,21-07-2021 00:00,399,243,14
SP16,G2,P03,21-07-2021 00:00,483,180,25
SP20,G2,P15,22-07-2021 00:00,5565,39,619
SP19,G2,P11,22-07-2021 00:00,476,176,20
SP24,G2,P06,22-07-2021 00:00,4599,197,329
SP04,G2,P14,22-07-2021 00:00,3031,113,190
SP05,G2,P21,22-07-2021 00:00,5873,185,267
SP17,G2,P21,22-07-2021 00:00,12635,78,903
SP03,G2,P20,26-07-2021 00:00,4459,186,235
SP06,G2,P08,26-07-2021 00:00,406,329,18
SP17,G2,P20,27-07-2021 00:00,6265,52,369
SP22,G2,P01,27-07-2021 00:00,7105,22,237
SP18,G2,P06,27-07-2021 00:00,20384,253,1359
SP14,G2,P07,27-07-2021 00:00,364,79,15
SP13,G2,P22,29-07-2021 00:00,1043,133,53
SP25,G2,P14,29-07-2021 00:00,5257,63,526
SP16,G2,P22,29-07-2021 00:00,3115,183,120
SP01,G2,P02,02-08-2021 00:00,14763,155,985
SP05,G2,P03,02-08-2021 00:00,6944,299,386
SP23,G2,P01,02-08-2021 00:00,3934,99,158
SP14,G2,P13,03-08-2021 00:00,6167,104,257
SP20,G2,P09,05-08-2021 00:00,11452,137,1273
SP16,G2,P10,05-08-2021 00:00,6013,343,215
SP12,G2,P12,05-08-2021 00:00,3654,62,261
SP19,G2,P15,06-08-2021 00:00,7434,52,744
SP03,G2,P01,06-08-2021 00:00,7413,268,323
SP07,G2,P21,06-08-2021 00:00,1148,383,77
SP06,G2,P20,09-08-2021 00:00,3122,30,165
SP14,G2,P02,09-08-2021 00:00,11683,166,899
SP07,G2,P13,09-08-2021 00:00,2905,226,146
SP02,G2,P04,09-08-2021 00:00,5740,80,410
SP01,G2,P08,09-08-2021 00:00,9863,348,429
SP09,G2,P08,09-08-2021 00:00,2772,250,164
SP23,G2,P21,10-08-2021 00:00,2646,37,177
SP21,G2,P12,10-08-2021 00:00,5173,186,288
SP05,G2,P17,10-08-2021 00:00,1729,43,70
SP23,G2,P05,11-08-2021 00:00,1036,528,58
SP25,G2,P04,11-08-2021 00:00,4935,286,260
SP10,G2,P19,12-08-2021 00:00,2261,89,283
SP07,G2,P09,13-08-2021 00:00,13944,77,1550
SP13,G2,P16,13-08-2021 00:00,3136,63,112
SP20,G2,P06,16-08-2021 00:00,651,107,31
SP08,G2,P15,16-08-2021 00:00,14280,124,1190
SP11,G2,P21,16-08-2021 00:00,3262,58,164
SP15,G2,P06,17-08-2021 00:00,1960,66,109
SP21,G2,P07,17-08-2021 00:00,308,445,14
SP14,G2,P21,18-08-2021 00:00,5565,314,293
SP09,G2,P06,18-08-2021 00:00,3808,50,293
SP08,G2,P22,19-08-2021 00:00,10766,106,490
SP09,G2,P22,19-08-2021 00:00,287,82,16
SP09,G2,P15,20-08-2021 00:00,1498,109,100
SP22,G2,P03,20-08-2021 00:00,2268,119,152
SP02,G2,P01,20-08-2021 00:00,1568,220,69
SP09,G2,P18,20-08-2021 00:00,10661,229,356
SP19,G2,P04,20-08-2021 00:00,3850,311,193
SP17,G2,P12,20-08-2021 00:00,3318,139,237
SP09,G2,P05,23-08-2021 00:00,6146,169,473
SP16,G2,P15,25-08-2021 00:00,2982,199,213
